 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
106,5th_Wat_J.tif (RGB),0.000242361,0.092007371,0.039244084,0.007863179,19.43803334,0.359771576,0.041874397,1.136400296,0.052956362,19.60408815,0.009401322,4.990867699,0.20036596,0.866388309
107,5th_Wat_J.tif (RGB),0.00015622,0.050523328,0.015461589,0.01286453,97.03537989,0.769066482,0.016967995,2.249024266,0.128067936,127.234834,0.013933999,1.201877484,0.832031562,0.903716216
108,5th_Wat_J.tif (RGB),0.000272437,0.076876981,0.027883788,0.012440107,118.3589571,0.57927261,0.029384461,1.274194911,0.229117321,122.2287574,0.015618303,2.241442721,0.446141224,0.852054795
109,5th_Wat_J.tif (RGB),0.000319449,0.120554323,0.055764231,0.007293834,12.15648333,0.276214035,0.054266276,1.046158332,0.259378099,15.00492038,0.008326995,7.645393992,0.130797707,0.831939163
110,5th_Wat_J.tif (RGB),0.000386025,0.097650817,0.041893468,0.011732198,173.6805789,0.508713998,0.041496133,1.746479199,0.257756986,171.7643807,0.013738083,3.570811544,0.280048383,0.877822045
111,5th_Wat_J.tif (RGB),0.000296965,0.068023123,0.02292289,0.016494753,161.5148919,0.806495255,0.024268616,0.439321655,0.971046758,168.4398692,0.016776803,1.389707994,0.719575626,0.941666667
112,5th_Wat_J.tif (RGB),0.000456105,0.094562203,0.039328425,0.014766199,27.73026181,0.64097319,0.037348201,2.369527007,1.11802768,31.3902681,0.014346811,2.663408765,0.375458703,0.950699939
113,5th_Wat_J.tif (RGB),0.000302221,0.066232491,0.021879408,0.017587294,68.01619328,0.865749342,0.023261075,0.884587391,1.26338749,59.2645123,0.017832244,1.244046263,0.803828628,0.953917051
114,5th_Wat_J.tif (RGB),0.000019272,0.021822764,0.009382334,0.002615335,107.1126297,0.508532175,0.009934601,2.882879495,1.286623445,112.3801351,0.0030805,3.587430973,0.278751008,0.857142857
115,5th_Wat_J.tif (RGB),0.000350401,0.079169582,0.024249318,0.018398227,83.72979453,0.702519756,0.027153309,2.727252635,1.298511607,95.71059314,0.01976849,1.318024757,0.75871109,0.906344411
116,5th_Wat_J.tif (RGB),0.000174325,0.056112464,0.022422181,0.009898987,83.20500445,0.695744283,0.022804682,0.914307798,1.33633758,76.293039,0.010617122,2.265098609,0.441481883,0.942383583
117,5th_Wat_J.tif (RGB),0.001000103,0.129299561,0.041229623,0.030884847,88.98271016,0.751727554,0.044958091,0.907282975,1.357952422,103.2010872,0.031796066,1.334946647,0.749093608,0.945218711
118,5th_Wat_J.tif (RGB),0.000402961,0.094856249,0.038017996,0.013495349,0.727440485,0.562783284,0.040585427,0.661954523,1.570858611,176.9471175,0.014854277,2.817118363,0.35497266,0.898730055
119,5th_Wat_J.tif (RGB),0.000518594,0.123524999,0.052167533,0.012657179,60.84447659,0.427097708,0.050748868,1.569777869,1.74701957,63.43494882,0.013840275,4.121576639,0.242625599,0.863393291
120,5th_Wat_J.tif (RGB),0.000464573,0.13706336,0.059895969,0.009875676,46.52227054,0.310757364,0.063186452,3.086059005,1.83023671,48.81407483,0.011402677,6.064999414,0.164880478,0.829726206
121,5th_Wat_J.tif (RGB),0.000368797,0.079092776,0.029321687,0.016014325,118.0932695,0.740838788,0.031173368,3.314635955,1.822671516,123.6900675,0.017259484,1.830966099,0.546159757,0.93694362
122,5th_Wat_J.tif (RGB),0.000424277,0.13913486,0.05861389,0.009216358,75.04549855,0.275415069,0.062797067,0.065384896,1.938310918,74.52867183,0.012154206,6.359767258,0.157238458,0.847971987
123,5th_Wat_J.tif (RGB),0.000521514,0.098916985,0.040016065,0.016593627,169.3042423,0.669782364,0.038301597,2.15770156,1.918317189,163.6104597,0.016550365,2.411532173,0.414674128,0.954824913
124,5th_Wat_J.tif (RGB),0.000032704,0.021637338,0.007164203,0.005812252,110.3554546,0.87781779,0.007793342,1.702168774,1.985863569,123.6900675,0.006468422,1.232603719,0.811290754,0.888888889
125,5th_Wat_J.tif (RGB),0.000519178,0.086341428,0.028039883,0.023574897,169.9286339,0.87515967,0.028716031,1.834559678,2.33440289,19.79887636,0.023416604,1.189395766,0.84076304,0.965779468
126,5th_Wat_J.tif (RGB),0.000217541,0.060643354,0.018771878,0.014755122,82.69940393,0.743333726,0.02071109,3.219530652,2.423564111,82.50414236,0.015130389,1.272227915,0.786022684,0.907982937
127,5th_Wat_J.tif (RGB),0.000737886,0.139003744,0.058781791,0.01598294,11.47541152,0.479895018,0.058612201,1.71081471,2.533799803,18.26790621,0.016648721,3.677783362,0.27190291,0.908502607
128,5th_Wat_J.tif (RGB),0.00056181,0.09037035,0.028647557,0.024969608,127.2588972,0.864464435,0.03030417,1.467107372,2.551091676,158.0088701,0.024724899,1.147297023,0.871613872,0.960559161
129,5th_Wat_J.tif (RGB),0.000840086,0.143403518,0.055721262,0.019196107,13.30739481,0.513350801,0.063481524,0.947270432,2.66727145,11.7881833,0.0218865,2.902737595,0.344502377,0.933030647
130,5th_Wat_J.tif (RGB),0.000191845,0.067127807,0.027054528,0.009028584,158.9730472,0.535000821,0.028807403,0.413924216,2.899630997,156.8014095,0.00981804,2.996541644,0.333718039,0.898154477
131,5th_Wat_J.tif (RGB),0.001006235,0.204788577,0.06267211,0.020442557,86.96789281,0.301507287,0.075810032,1.467107372,2.97906554,97.78355953,0.029322969,3.065766709,0.32618268,0.66673116
132,5th_Wat_J.tif (RGB),0.000003212,0.005982484,0.002368804,0.001726465,164.9293072,1,0.002701855,1.824292629,3.194673584,143.1301024,0.001621113,1.372054109,0.72883423,0.956521739
133,5th_Wat_J.tif (RGB),0.000773802,0.129376367,0.044947432,0.021919732,56.4161989,0.58093824,0.050033223,2.940158825,3.307611131,62.32792178,0.023591809,2.050546638,0.487674838,0.909246869
134,5th_Wat_J.tif (RGB),0.000520638,0.101788359,0.040213501,0.016484421,11.50989791,0.631464747,0.041358688,1.849690067,3.429194615,17.48799738,0.017280468,2.439485189,0.409922554,0.943386243
135,1st_15pc_I.tif (RGB),0.000970319,0.186492767,0.064701649,0.019094542,17.86056205,0.350590666,0.074690538,1.215294467,0.034043375,17.255111,0.027353855,3.388489212,0.295116773,0.678094072
